WorkToHome,temperature,dewPoint,precipType,HomeToWork,windSpeed,visibility,cloudCover,time,precipIntensity,summary,precipProbability
2213,50.46,48.51,"null",2195,1.57,6.72,0.96,2014-11-05T01:35:19.000Z,0,"Overcast",0
2202,50.46,48.49,"null",2173,1.6,6.72,0.97,2014-11-05T01:40:19.000Z,0,"Overcast",0
2197,50.46,48.46,"null",2187,1.63,6.73,0.97,2014-11-05T01:45:19.000Z,0,"Overcast",0
2197,50.46,48.44,"null",2191,1.67,6.73,0.97,2014-11-05T01:50:19.000Z,0,"Overcast",0
2096,50.45,48.4,"null",2159,1.71,6.74,0.97,2014-11-05T01:55:19.000Z,0,"Overcast",0
2126,50.31,48.62,"null",2149,1.16,6.74,0.97,2014-11-05T02:00:19.000Z,0,"Overcast",0
2130,50.26,48.44,"null",2151,1.25,6.76,0.98,2014-11-05T02:05:19.000Z,0,"Overcast",0
2021,50.15,48.35,"null",1997,1.52,7.43,0.99,2014-11-05T02:10:19.000Z,0,"Overcast",0
2025,50.13,48.31,"null",1992,1.59,7.44,0.99,2014-11-05T02:15:19.000Z,0,"Overcast",0
2008,50.11,48.27,"null",1993,1.65,7.45,0.99,2014-11-05T02:20:19.000Z,0,"Overcast",0
1987,50.12,48.25,"null",1970,1.71,7.44,0.99,2014-11-05T02:25:19.000Z,0,"Overcast",0
1989,50.01,48.33,"null",1971,1.53,7.11,0.99,2014-11-05T02:30:19.000Z,0,"Overcast",0
1985,50,48.32,"null",1973,1.44,7.12,0.99,2014-11-05T02:35:19.000Z,0,"Overcast",0
1973,49.99,48.3,"null",1977,1.49,7.12,0.99,2014-11-05T02:40:19.000Z,0,"Overcast",0
1984,49.97,48.27,"null",1982,1.55,7.13,0.99,2014-11-05T02:45:19.000Z,0,"Overcast",0
1979,49.96,48.25,"null",1978,1.6,7.14,0.99,2014-11-05T02:50:19.000Z,0,"Overcast",0
1982,49.95,48.22,"null",1978,1.66,7.14,0.99,2014-11-05T02:55:19.000Z,0,"Overcast",0
1970,50.54,48.78,"null",2008,1.71,7.15,0.98,2014-11-05T03:00:19.000Z,0,"Overcast",0
1969,50.89,49.29,"null",2001,0.86,7.16,0.98,2014-11-05T03:05:19.000Z,0,"Overcast",0
1967,50.85,49.21,"null",1995,0.96,7.18,0.97,2014-11-05T03:10:19.000Z,0,"Overcast",0
1967,50.81,49.13,"null",1988,1.07,7.19,0.97,2014-11-05T03:15:19.000Z,0,"Overcast",0
1969,50.88,49.16,"null",1998,1.3,7.2,0.96,2014-11-05T03:20:19.000Z,0,"Overcast",0
1967,50.65,48.85,"null",1996,1.6,6.89,0.96,2014-11-05T03:25:20.000Z,0,"Overcast",0
1982,49.82,48.29,"null",1986,1.11,6.8,0.95,2014-11-05T03:30:19.000Z,0,"Overcast",0
1981,49.8,48.27,"null",1987,1.14,6.82,0.95,2014-11-05T03:35:19.000Z,0,"Overcast",0
1980,49.8,48.26,"null",1983,1.19,6.83,0.94,2014-11-05T03:40:19.000Z,0,"Overcast",0
1975,49.8,48.24,"null",1981,1.24,6.85,0.94,2014-11-05T03:45:19.000Z,0,"Overcast",0
1975,49.79,48.22,"null",1982,1.3,6.86,0.9300000000000001,2014-11-05T03:50:50.000Z,0,"Mostly Cloudy",0
1974,49.79,48.2,"null",1984,1.35,6.87,0.9300000000000001,2014-11-05T03:55:21.000Z,0,"Mostly Cloudy",0
1974,50.83,49.4,"null",1982,0.89,6.89,0.92,2014-11-05T04:00:25.000Z,0,"Mostly Cloudy",0
1981,50.65,49.23,"null",1978,0.83,6.93,0.99,2014-11-05T04:05:19.000Z,0,"Overcast",0
1980,50.61,49.08,"null",1979,1.09,6.71,0.99,2014-11-05T04:10:19.000Z,0,"Overcast",0
1979,50.83,49.22,"null",1999,1.49,6.75,0.98,2014-11-05T04:15:29.000Z,0,"Overcast",0
1971,50.81,49.15,"null",2003,1.61,6.79,0.98,2014-11-05T04:20:19.000Z,0,"Overcast",0
1970,50.79,49.08,"null",1999,1.73,6.84,0.99,2014-11-05T04:25:19.000Z,0,"Overcast",0
1966,50.54,49.02,"null",1996,1.32,6.88,0.99,2014-11-05T04:30:19.000Z,0,"Overcast",0
1971,50.54,49.02,"null",1981,1.29,6.92,0.99,2014-11-05T04:35:19.000Z,0,"Overcast",0
1971,50.54,49,"null",1981,1.36,6.96,0.99,2014-11-05T04:40:19.000Z,0,"Overcast",0
1968,50.54,48.97,"null",2000,1.42,7.01,0.99,2014-11-05T04:45:22.000Z,0,"Overcast",0
1963,50.54,48.95,"null",2022,1.49,7.05,0.99,2014-11-05T04:50:19.000Z,0,"Overcast",0
1962,50.53,48.93,"null",1995,1.56,7.09,0.99,2014-11-05T04:55:19.000Z,0,"Overcast",0
1973,50.53,48.9,"null",1980,1.63,7.13,0.99,2014-11-05T05:00:19.000Z,0,"Overcast",0
1976,50.79,49.37,"null",1977,1.1,7.16,0.97,2014-11-05T05:05:19.000Z,0,"Overcast",0
1965,50.85,49.33,"null",1978,1.47,7.19,0.97,2014-11-05T05:10:19.000Z,0,"Overcast",0
1966,50.86,49.29,"null",1979,1.55,7.22,0.97,2014-11-05T05:15:19.000Z,0,"Overcast",0
1966,50.87,49.21,"null",1980,1.68,7.16,0.97,2014-11-05T05:20:25.000Z,0,"Overcast",0
1965,50.83,49.05,"null",1981,1.84,6.93,0.97,2014-11-05T05:25:19.000Z,0,"Overcast",0
1966,50.83,49,"null",1981,1.94,6.98,0.98,2014-11-05T05:30:19.000Z,0,"Overcast",0
1972,50.83,49.25,"null",1981,1.61,7.03,0.98,2014-11-05T05:35:19.000Z,0,"Overcast",0
1975,50.89,49.31,"null",1984,1.7,7.07,0.98,2014-11-05T05:40:19.000Z,0,"Overcast",0
1973,50.9,49.28,"null",1990,1.73,7.12,0.98,2014-11-05T05:45:19.000Z,0,"Overcast",0
1972,50.9,49.26,"null",2002,1.77,7.16,0.98,2014-11-05T05:50:19.000Z,0,"Overcast",0
1970,50.9,49.23,"null",1997,1.8,7.21,0.99,2014-11-05T05:55:19.000Z,0,"Overcast",0
1970,50.9,49.2,"null",2010,1.84,7.25,0.99,2014-11-05T06:00:19.000Z,0,"Overcast",0
1970,50.89,49.1,"null",1993,1.93,7.29,0.99,2014-11-05T06:05:19.000Z,0,"Overcast",0
1971,51.06,49.33,"null",1991,1.42,7.32,0.99,2014-11-05T06:10:19.000Z,0,"Overcast",0
1972,51.01,49.2,"null",1994,1.46,7.36,0.99,2014-11-05T06:15:19.000Z,0,"Overcast",0
1989,50.92,49.04,"null",1992,1.57,7.4,0.99,2014-11-05T06:20:19.000Z,0,"Overcast",0
2002,50.93,49,"null",2003,1.64,7.22,0.99,2014-11-05T06:25:19.000Z,0,"Overcast",0
1998,50.87,48.79,"null",2002,1.87,7.03,0.99,2014-11-05T06:30:19.000Z,0,"Overcast",0
1986,50.87,49.22,"null",1989,1.31,7.08,0.99,2014-11-05T06:35:19.000Z,0,"Overcast",0
1997,50.81,49.17,"null",1983,1.31,7.13,0.99,2014-11-05T06:40:19.000Z,0,"Overcast",0
1978,50.81,49.15,"null",1981,1.34,7.19,0.99,2014-11-05T06:45:19.000Z,0,"Overcast",0
1967,50.8,49.12,"null",1980,1.37,7.24,0.99,2014-11-05T06:50:19.000Z,0,"Overcast",0
1968,50.8,49.1,"null",1977,1.4,7.29,0.99,2014-11-05T06:55:19.000Z,0,"Overcast",0
1968,50.79,49.06,"null",1977,1.44,7.34,0.99,2014-11-05T07:00:19.000Z,0,"Overcast",0
1968,50.85,48.94,"null",1977,1.56,7.38,0.99,2014-11-05T07:05:19.000Z,0,"Overcast",0
1967,50.76,49.21,"null",1977,1.27,7.43,0.99,2014-11-05T07:10:19.000Z,0,"Overcast",0
1965,50.78,49.16,"null",1979,1.25,7.47,0.99,2014-11-05T07:15:19.000Z,0,"Overcast",0
1975,50.76,49.06,"null",1985,1.32,7.51,0.99,2014-11-05T07:20:19.000Z,0,"Overcast",0
1977,50.73,49.03,"null",1991,1.4,7.2,0.99,2014-11-05T07:25:19.000Z,0,"Overcast",0
1980,50.67,48.83,"null",1978,1.53,7.03,0.99,2014-11-05T07:30:19.000Z,0,"Overcast",0
1989,50.64,48.73,"null",2020,1.62,7.09,0.99,2014-11-05T07:35:19.000Z,0,"Overcast",0
2000,50.84,49.25,"rain",2015,1.32,7.14,0.99,2014-11-05T07:40:19.000Z,0.0028,"Overcast",0.18
1991,50.84,49.26,"null",2010,1.22,7.19,0.99,2014-11-05T07:45:19.000Z,0,"Overcast",0
2002,50.82,49.21,"null",1996,1.26,7.24,0.99,2014-11-05T07:50:19.000Z,0,"Overcast",0
1987,50.8,49.17,"null",1999,1.31,7.29,0.99,2014-11-05T07:55:19.000Z,0,"Overcast",0
1981,50.78,49.12,"null",1989,1.36,7.34,0.99,2014-11-05T08:00:19.000Z,0,"Overcast",0
1985,50.76,48.99,"null",1987,1.49,7.37,0.99,2014-11-05T08:05:19.000Z,0,"Overcast",0
2001,50.91,49.18,"null",1985,1.16,7.39,0.99,2014-11-05T08:10:19.000Z,0,"Overcast",0
1979,50.58,48.8,"null",1982,1.31,7.42,0.99,2014-11-05T08:15:19.000Z,0,"Overcast",0
2008,50.66,48.8,"null",2007,1.27,7.44,0.99,2014-11-05T08:20:19.000Z,0,"Overcast",0
2003,50.67,48.72,"null",1982,1.24,7.46,0.99,2014-11-05T08:25:19.000Z,0,"Overcast",0
1993,50.65,48.62,"null",1997,1.16,8,0.99,2014-11-05T08:30:19.000Z,0,"Overcast",0
1989,50.67,48.37,"null",1995,1.4,8.01,1,2014-11-05T08:35:19.000Z,0,"Overcast",0
1989,50.65,48.9,"null",2001,1.49,8.029999999999999,1,2014-11-05T08:40:19.000Z,0,"Overcast",0
1982,50.65,48.91,"null",1991,1.01,8.050000000000001,1,2014-11-05T08:45:19.000Z,0,"Overcast",0
1974,50.65,48.84,"null",1985,1.09,7.69,1,2014-11-05T08:50:19.000Z,0,"Overcast",0
1994,50.65,48.82,"null",1997,1.1,7.73,1,2014-11-05T08:55:19.000Z,0,"Overcast",0
1997,50.58,48.71,"null",2001,1.18,7.77,1,2014-11-05T09:00:27.000Z,0,"Overcast",0
1990,50.7,48.55,"null",2006,1.25,7.79,1,2014-11-05T09:05:19.000Z,0,"Overcast",0
2010,50.77,48.55,"null",1995,1.29,7.54,1,2014-11-05T09:10:19.000Z,0,"Overcast",0
2013,50.72,48.83,"null",1992,1.7,7.29,1,2014-11-05T09:15:19.000Z,0,"Overcast",0
2027,50.76,48.77,"null",1997,1.72,7.34,1,2014-11-05T09:20:19.000Z,0,"Overcast",0
2037,50.81,48.71,"null",1996,1.74,7.4,1,2014-11-05T09:25:19.000Z,0,"Overcast",0
2016,50.85,48.64,"null",1994,1.77,7.45,1,2014-11-05T09:30:19.000Z,0,"Overcast",0
2040,50.9,48.58,"null",1993,1.8,7.51,1,2014-11-05T09:35:19.000Z,0,"Overcast",0
2057,50.94,48.52,"null",2026,1.83,7.56,1,2014-11-05T09:40:19.000Z,0,"Overcast",0
2086,50.77,49.04,"null",2049,1.45,7.62,1,2014-11-05T09:45:19.000Z,0,"Overcast",0
2104,50.85,49.21,"null",2048,1.43,7.67,1,2014-11-05T09:50:19.000Z,0,"Overcast",0
2154,50.87,49.22,"null",2113,1.42,7.72,0.99,2014-11-05T09:55:19.000Z,0,"Overcast",0
2184,50.93,49.25,"null",2105,1.38,7.78,0.99,2014-11-05T10:00:19.000Z,0,"Overcast",0
2246,50.81,48.88,"null",2114,1.53,7.8,0.99,2014-11-05T10:05:19.000Z,0,"Overcast",0
2267,50.87,48.8,"null",2186,1.59,7.82,0.99,2014-11-05T10:10:19.000Z,0,"Overcast",0
2211,50.92,48.61,"null",2207,1.8,7.6,0.99,2014-11-05T10:15:19.000Z,0,"Overcast",0
2162,50.99,48.42,"null",2187,2.01,7.64,0.99,2014-11-05T10:20:19.000Z,0,"Overcast",0
2182,50.98,48.69,"null",2300,1.74,7.68,0.99,2014-11-05T10:25:19.000Z,0,"Overcast",0
2261,50.91,48.81,"null",2267,1.81,7.72,0.99,2014-11-05T10:30:19.000Z,0,"Overcast",0
2255,50.95,48.78,"null",2325,1.85,7.77,0.99,2014-11-05T10:35:19.000Z,0,"Overcast",0
2312,51,48.76,"rain",2378,1.9,7.81,0.99,2014-11-05T10:40:19.000Z,0.0019,"Overcast",0.01
2336,51.04,48.73,"rain",2422,1.94,7.85,0.99,2014-11-05T10:45:19.000Z,0.0048,"Drizzle",0.49
2385,51.09,48.71,"null",2433,1.98,7.9,0.99,2014-11-05T10:50:19.000Z,0,"Overcast",0
2539,51.13,48.68,"null",2501,2.02,7.94,0.99,2014-11-05T10:55:19.000Z,0,"Overcast",0
2549,51.54,48.98,"null",2556,1.83,7.82,0.99,2014-11-05T11:10:19.000Z,0,"Overcast",0
2384,51.72,49.14,"null",2629,2,7.73,0.99,2014-11-05T11:15:19.000Z,0,"Overcast",0
2460,51.74,48.93,"null",2678,2.07,7.55,0.99,2014-11-05T11:20:19.000Z,0,"Overcast",0
2466,51.86,48.89,"null",2662,2.17,7.59,0.99,2014-11-05T11:25:19.000Z,0,"Overcast",0
2409,51.79,49.08,"null",2744,2.09,7.63,0.99,2014-11-05T11:30:19.000Z,0,"Overcast",0
2502,51.94,49.13,"null",2762,2.06,7.68,0.99,2014-11-05T11:35:19.000Z,0,"Overcast",0
2445,52.03,49.13,"null",2686,2.13,7.72,0.99,2014-11-05T11:40:19.000Z,0,"Overcast",0
2587,52.11,49.12,"null",2698,2.21,7.76,0.99,2014-11-05T11:45:19.000Z,0,"Overcast",0
2436,52.19,49.12,"null",2741,2.29,7.8,0.99,2014-11-05T11:50:19.000Z,0,"Overcast",0
2508,52.28,49.11,"null",2798,2.37,7.84,0.99,2014-11-05T11:55:19.000Z,0,"Overcast",0
2472,52.19,49.37,"null",2756,2,7.88,0.99,2014-11-05T12:00:19.000Z,0,"Overcast",0
2607,52.42,49.66,"rain",2745,1.68,7.91,0.99,2014-11-05T12:05:19.000Z,0.0024,"Overcast",0.1
2451,52.62,49.68,"rain",2754,1.86,7.94,0.99,2014-11-05T12:10:19.000Z,0.0049,"Drizzle",0.5
2584,52.77,49.67,"rain",2700,1.99,7.97,0.99,2014-11-05T12:15:19.000Z,0.0027,"Overcast",0.23
2481,52.86,49.6,"rain",2701,2.1,7.99,0.99,2014-11-05T12:20:19.000Z,0.0024,"Overcast",0.04
2545,52.85,49.47,"rain",2588,2.32,7.51,0.99,2014-11-05T12:25:19.000Z,0.0027,"Overcast",0.07000000000000001
2423,53.55,50,"null",2623,1.81,7.54,0.99,2014-11-05T12:30:19.000Z,0,"Overcast",0
2462,53.56,50.18,"null",2574,2.01,7.57,0.99,2014-11-05T12:35:19.000Z,0,"Overcast",0
2676,53.57,50.32,"null",2483,2.04,7.6,0.99,2014-11-05T12:40:19.000Z,0,"Overcast",0
2625,53.65,50.33,"null",2429,2.09,7.63,0.99,2014-11-05T12:45:19.000Z,0,"Overcast",0
2726,53.72,50.52,"null",2469,2.15,7.66,0.98,2014-11-05T12:50:19.000Z,0,"Overcast",0
2396,53.79,50.65,"null",2436,2.2,7.69,0.98,2014-11-05T12:55:19.000Z,0,"Overcast",0
2469,53.87,50.68,"null",2443,2.25,7.72,0.98,2014-11-05T13:00:19.000Z,0,"Overcast",0
2421,54.1,50.46,"null",2439,2.26,7.74,0.99,2014-11-05T13:05:19.000Z,0,"Overcast",0
2429,54.19,50.38,"null",2417,2.22,7.76,0.99,2014-11-05T13:10:19.000Z,0,"Overcast",0
2363,54.33,50.34,"null",2420,2.22,7.77,0.99,2014-11-05T13:15:19.000Z,0,"Overcast",0
2362,54.45,50.23,"null",2379,2.33,7.61,0.99,2014-11-05T13:20:19.000Z,0,"Overcast",0
2403,54.51,50.91,"null",2447,1.61,7.64,0.99,2014-11-05T13:25:19.000Z,0,"Overcast",0
2387,54.6,50.91,"null",2406,1.83,7.47,0.99,2014-11-05T13:30:19.000Z,0,"Overcast",0
2369,54.7,50.92,"null",2407,1.88,7.49,0.99,2014-11-05T13:35:19.000Z,0,"Overcast",0
2381,54.81,50.93,"null",2400,1.93,7.5,0.99,2014-11-05T13:40:19.000Z,0,"Overcast",0
2340,54.91,50.94,"null",2388,1.98,7.51,0.99,2014-11-05T13:45:19.000Z,0,"Overcast",0
2337,55.01,50.95,"null",2424,2.03,7.53,0.99,2014-11-05T13:50:19.000Z,0,"Overcast",0
2357,54.9,51.18,"null",2425,1.79,7.54,0.99,2014-11-05T13:55:19.000Z,0,"Overcast",0
2367,55.09,51.47,"null",2448,2.7,7.56,0.99,2014-11-05T14:00:19.000Z,0,"Overcast",0
2353,55.4,51.31,"null",2391,2.61,7.57,0.99,2014-11-05T14:05:19.000Z,0,"Overcast",0
2430,55.54,51.26,"null",2378,2.33,7.58,0.99,2014-11-05T14:10:19.000Z,0,"Overcast",0
2424,55.69,51.23,"null",2397,2.25,7.6,0.99,2014-11-05T14:15:19.000Z,0,"Overcast",0
2399,55.83,51.2,"null",2368,2.19,7.61,0.99,2014-11-05T14:20:19.000Z,0,"Overcast",0
2425,55.95,51.13,"null",2374,2.23,7.45,0.99,2014-11-05T14:25:19.000Z,0,"Overcast",0
2381,56.23,51.47,"null",2365,1.99,8.33,0.99,2014-11-05T14:30:19.000Z,0,"Overcast",0
2379,56.35,51.55,"null",2392,1.9,8.359999999999999,0.99,2014-11-05T14:35:19.000Z,0,"Overcast",0
2393,56.46,51.56,"null",2417,1.88,8.380000000000001,0.99,2014-11-05T14:40:19.000Z,0,"Overcast",0
2384,56.57,51.57,"null",2356,1.88,8.41,0.99,2014-11-05T14:45:19.000Z,0,"Overcast",0
2486,56.69,51.58,"null",2314,1.88,8.44,0.98,2014-11-05T14:50:19.000Z,0,"Overcast",0
2425,56.8,51.59,"null",2453,1.89,8.470000000000001,0.98,2014-11-05T14:55:19.000Z,0,"Overcast",0
2407,56.69,51.93,"null",2442,1.81,8.5,0.98,2014-11-05T15:00:19.000Z,0,"Overcast",0
2439,56.96,51.95,"null",2402,1.66,8.5,0.98,2014-11-05T15:05:19.000Z,0,"Overcast",0
2421,57.56,52.38,"null",2422,1.87,8.51,0.98,2014-11-05T15:10:19.000Z,0,"Overcast",0
2418,57.71,52.37,"null",2430,1.89,8.52,0.98,2014-11-05T15:15:19.000Z,0,"Overcast",0
2401,57.85,52.38,"null",2425,1.91,8.529999999999999,0.98,2014-11-05T15:20:19.000Z,0,"Overcast",0
2426,58,52.38,"null",2455,1.94,8.539999999999999,0.98,2014-11-05T15:25:22.000Z,0,"Overcast",0
2414,57.88,52.66,"null",2457,1.98,8.23,0.98,2014-11-05T15:30:19.000Z,0,"Overcast",0
2460,57.92,52.9,"null",2523,2.38,8.24,0.98,2014-11-05T15:35:19.000Z,0,"Overcast",0
2426,58.01,52.93,"null",2527,2.39,8.25,0.98,2014-11-05T15:40:19.000Z,0,"Overcast",0
2428,58.1,52.96,"null",2465,2.4,8.26,0.97,2014-11-05T15:45:19.000Z,0,"Overcast",0
2406,58.2,52.99,"null",2484,2.41,8.27,0.97,2014-11-05T15:50:19.000Z,0,"Overcast",0
2410,58.29,53.02,"null",2499,2.42,8.279999999999999,0.97,2014-11-05T15:55:19.000Z,0,"Overcast",0
2390,58.33,53.1,"rain",2489,1.84,8.289999999999999,0.97,2014-11-05T16:00:19.000Z,0.0028,"Overcast",0.12
2378,58.35,53.14,"null",2493,1.42,8.310000000000001,0.98,2014-11-05T16:05:19.000Z,0,"Overcast",0
2371,58.35,53.49,"rain",2491,1.37,8.119999999999999,0.98,2014-11-05T16:10:19.000Z,0.0029,"Overcast",0.26
2363,58.15,53.11,"rain",2486,1.07,7.98,0.98,2014-11-05T16:15:42.000Z,0.004,"Overcast",0.38
2383,58.32,53.1,"rain",2507,1.28,8.029999999999999,0.98,2014-11-05T16:20:19.000Z,0.0044,"Overcast",0.44
2449,58.37,52.95,"rain",2479,1.32,8.09,0.98,2014-11-05T16:25:19.000Z,0.0201,"Light Rain",1
2448,58.5,52.92,"rain",2455,1.39,8.140000000000001,0.98,2014-11-05T16:30:19.000Z,0.0344,"Light Rain",1
2505,58.27,53.47,"rain",2444,1.57,8.199999999999999,0.98,2014-11-05T16:35:19.000Z,0.0198,"Light Rain",1
2556,58.3,53.68,"rain",2460,1.85,8.26,0.98,2014-11-05T16:40:19.000Z,0.0239,"Light Rain",1
2432,58.4,53.71,"rain",2494,1.99,8.32,0.98,2014-11-05T16:45:19.000Z,0.0162,"Light Rain",1
2404,58.49,53.73,"rain",2555,2.14,8.380000000000001,0.98,2014-11-05T16:50:19.000Z,0.0232,"Light Rain",1
2436,58.59,53.76,"rain",2536,2.3,8.43,0.98,2014-11-05T16:55:19.000Z,0.0033,"Overcast",0.31
2419,58.68,53.77,"null",2528,2.44,8.49,0.98,2014-11-05T17:00:19.000Z,0,"Overcast",0
2415,58.21,53.92,"null",2531,2.49,8.470000000000001,0.99,2014-11-05T17:05:19.000Z,0,"Overcast",0
2378,58.28,54,"rain",2551,1.52,8.449999999999999,0.99,2014-11-05T17:10:19.000Z,0.0009,"Overcast",0.01
2371,57.61,53.19,"rain",2550,1.85,8.43,0.99,2014-11-05T17:15:19.000Z,0.0009,"Overcast",0.01
2454,57.43,53.02,"null",2528,2.12,7.43,0.99,2014-11-05T17:20:19.000Z,0,"Overcast",0
2539,57.5,52.95,"rain",2510,2.21,7.46,0.99,2014-11-05T17:25:19.000Z,0.003,"Overcast",0.29
2501,57.58,52.89,"rain",2517,2.31,7.5,0.99,2014-11-05T17:30:19.000Z,0.003,"Overcast",0.29
2423,57.09,53.6,"rain",2564,1.99,7.54,0.99,2014-11-05T17:35:19.000Z,0.0024,"Overcast",0.04
2386,57.07,53.65,"rain",2547,2,7.57,0.99,2014-11-05T17:40:19.000Z,0.0009,"Overcast",0.01
2430,57.12,53.66,"rain",2559,2.09,7.61,0.99,2014-11-05T17:45:19.000Z,0.0009,"Overcast",0.01
2437,57.17,53.68,"rain",2640,2.18,7.65,0.99,2014-11-05T17:50:19.000Z,0.0009,"Overcast",0.01
2416,57.22,53.7,"rain",2607,2.26,7.68,0.99,2014-11-05T17:55:19.000Z,0.001,"Overcast",0.01
2443,57.25,53.69,"rain",2579,2.35,7.72,0.99,2014-11-05T18:00:19.000Z,0.001,"Overcast",0.01
2470,57.44,53.86,"null",2590,2.41,7.74,1,2014-11-05T18:05:19.000Z,0,"Overcast",0
2435,57.06,54.04,"rain",2572,2.81,7.76,1,2014-11-05T18:10:19.000Z,0.0023,"Overcast",0.04
2439,56.96,54.02,"null",2544,2.77,7.78,1,2014-11-05T18:15:19.000Z,0,"Overcast",0
2410,57.05,54,"null",2528,2.76,7.81,1,2014-11-05T18:20:19.000Z,0,"Overcast",0
2400,56.66,53.5,"null",2548,3.59,7.83,1,2014-11-05T18:25:19.000Z,0,"Overcast",0
2456,56.46,53.28,"null",2612,3.67,7.52,1,2014-11-05T18:30:19.000Z,0,"Overcast",0
2445,56.53,53.21,"null",2627,3.74,7.34,1,2014-11-05T18:35:19.000Z,0,"Overcast",0
2414,56.42,53.56,"null",2651,2.66,7.36,1,2014-11-05T18:40:19.000Z,0,"Overcast",0
2436,56.42,53.57,"rain",2608,2.56,7.38,1,2014-11-05T18:45:19.000Z,0.046,"Light Rain",0.97
2467,56.44,53.55,"rain",2655,2.62,7.4,1,2014-11-05T18:50:19.000Z,0.0091,"Drizzle",0.99
2566,56.46,53.52,"rain",2774,2.69,7.43,1,2014-11-05T18:55:19.000Z,0.0301,"Light Rain",1
2536,56.47,53.49,"rain",2784,2.76,7.45,1,2014-11-05T19:00:19.000Z,0.0235,"Light Rain",1
2675,56.15,52.67,"rain",2798,2.87,7.47,0.97,2014-11-05T19:05:19.000Z,0.0171,"Light Rain",1
2772,56.37,53.06,"rain",2775,2.56,7.33,0.97,2014-11-05T19:10:19.000Z,0.0235,"Light Rain",1
2697,56.55,53.2,"rain",2807,2.52,7.34,0.98,2014-11-05T19:15:19.000Z,0.0111,"Light Rain",1
2779,56.49,53.07,"rain",2760,2.76,7.35,0.98,2014-11-05T19:20:19.000Z,0.0296,"Light Rain",1
3118,57.1,53.6,"rain",2783,1.73,7.36,0.98,2014-11-05T19:25:19.000Z,0.0362,"Light Rain",1
3347,57.16,53.57,"rain",2868,1.78,7.38,0.98,2014-11-05T19:30:19.000Z,0.0157,"Light Rain",1
3593,57.21,53.54,"rain",2809,1.83,7.39,0.98,2014-11-05T19:35:19.000Z,0.0262,"Light Rain",1
3380,56.99,53.89,"rain",2896,2.06,7.4,0.98,2014-11-05T19:40:19.000Z,0.0062,"Overcast",0.18
3485,56.99,53.98,"rain",2793,2.1,7.41,0.98,2014-11-05T19:45:19.000Z,0.0066,"Overcast",0.2
3313,57.01,54,"rain",2772,2.13,7.43,0.98,2014-11-05T19:50:19.000Z,0.007,"Overcast",0.22
3289,57.04,54.01,"rain",2817,2.16,7.44,0.98,2014-11-05T19:55:19.000Z,0.0264,"Light Rain",1
3748,57.33,54.29,"rain",2904,2.19,7.45,0.99,2014-11-05T20:00:19.000Z,0.0078,"Overcast",0.25
3613,57.23,54.28,"rain",2846,1.96,7.46,1,2014-11-05T20:05:19.000Z,0.008500000000000001,"Overcast",0.28
3689,57.23,54.22,"rain",2891,1.94,7.47,1,2014-11-05T20:10:19.000Z,0.1013,"Rain",1
3372,56.84,54.45,"rain",2845,2.32,7.48,1,2014-11-05T20:15:19.000Z,0.0173,"Light Rain",1
3472,56.8,54.29,"rain",2872,2.34,8,1,2014-11-05T20:20:19.000Z,0.0098,"Light Rain",1
3424,56.83,54.24,"rain",2825,2.26,8.01,1,2014-11-05T20:25:19.000Z,0.0068,"Drizzle",0.72
3804,56.86,54.19,"rain",2837,2.19,8.02,1,2014-11-05T20:30:19.000Z,0.0026,"Overcast",0.02
3496,56.89,54.15,"null",2879,2.13,8.02,1,2014-11-05T20:35:19.000Z,0,"Overcast",0
3472,56.91,54.09,"rain",2903,2.08,8.029999999999999,1,2014-11-05T20:40:19.000Z,0.0023,"Overcast",0.05
3452,56.63,54.52,"rain",2913,2.48,8.039999999999999,1,2014-11-05T20:45:19.000Z,0.0121,"Drizzle",0.29
3651,56.61,54.47,"rain",2775,2.19,7.82,1,2014-11-05T20:50:20.000Z,0.0117,"Overcast",0.26
3731,56.58,54.47,"rain",2731,2.17,7.68,1,2014-11-05T20:55:20.000Z,0.0104,"Overcast",0.26
3383,55.96,53.83,"rain",2834,2.36,7.71,1,2014-11-05T21:00:19.000Z,0.0108,"Overcast",0.27
3597,56.03,53.9,"null",2719,2.33,7.72,1,2014-11-05T21:05:19.000Z,0,"Overcast",0
3585,56.02,53.82,"null",2667,2.32,7.73,1,2014-11-05T21:10:19.000Z,0,"Overcast",0
3569,55.93,54.21,"null",2713,1.9,7.73,1,2014-11-05T21:15:19.000Z,0,"Overcast",0
3676,55.91,54.08,"null",2689,1.8,7.47,1,2014-11-05T21:20:19.000Z,0,"Overcast",0
3596,55.91,54.02,"null",2642,1.87,7.49,1,2014-11-05T21:25:19.000Z,0,"Overcast",0
3128,55.91,53.96,"null",2616,1.94,7.51,1,2014-11-05T21:30:19.000Z,0,"Overcast",0
3238,55.9,53.89,"null",2686,2.01,7.53,1,2014-11-05T21:35:19.000Z,0,"Overcast",0
3067,55.9,53.83,"null",2640,2.08,7.55,1,2014-11-05T21:40:19.000Z,0,"Overcast",0
3106,55.9,53.77,"rain",2558,2.15,7.57,1,2014-11-05T21:45:19.000Z,0.0118,"Overcast",0.25
2834,55.79,53.82,"rain",2568,2.11,7.58,1,2014-11-05T21:50:19.000Z,0.0029,"Overcast",0.26
3028,55.77,53.82,"rain",2558,2.77,7.6,1,2014-11-05T21:55:19.000Z,0.0072,"Drizzle",0.77
